Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,ShortCmp,ShortAtt,ShortCmp%,ShortTotDist,ShortPrgDist,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,CPA,Mis,Dis,Rec,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG
Ilyes Housni,fr,FW,0,Le Havre,Ligue 1,19.0,2005.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imanol,es,DF,0,Athletic Club,La Liga,23.0,2000.0,9.0,5.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,13.0,21.0,15.0,0.0,0.04,7.0,5.0,88.0,219.0,94.0,5.0,18.0,27.8,13.0,6.0,0.0,6.0,7.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.69,4.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,343.0,81.6,4413.0,1312.0,160.0,178.0,89.9,99.0,115.0,86.1,0.3,-0.2,2.0,24.0,6.0,3.0,395.0,17.0,4.0,395.0,4.0,80.0,1.0,20.0,181.0,901.0,473.0,2.0,5.0,3.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,15.4,84.0,3.0,4.0,27.0,26.0,1.56,10.0,7.0,3.0,0.51,-0.14,7.5,7.6,-0.1,-0.02,0.0,0.0,0.17,0.0,0.0,0.0,23.7,0.01,0.0,0.0
Imari Samuels,eng,DF,0,Brighton,Premier League,20.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imran Louza,ma,MF,0,Lorient,Ligue 1,24.0,1999.0,14.0,10.0,9.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,2.5,3.6,19.0,83.0,36.0,0.42,0.37,13.0,7.0,96.0,401.0,183.0,2.0,8.0,25.0,6.0,22.0,1.0,7.0,9.0,22.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.8,25.0,16.0,1.0,1.0,0.0,3.0,0.31,465.0,583.0,79.8,8875.0,3020.0,177.0,202.0,87.6,217.0,252.0,86.1,2.4,0.5,25.0,65.0,15.0,1.0,672.0,14.0,17.0,672.0,10.0,55.6,7.0,38.9,497.0,2993.0,1186.0,2.0,14.0,10.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,28.2,79.0,3.0,4.0,19.0,1.0,0.79,12.0,19.0,-7.0,-0.73,-0.07,11.9,15.0,-3.1,-0.33,5.0,22.7,2.29,0.52,0.05,0.2,23.2,0.05,-0.1,-0.1
Ionuț Radu,ro,GK,0,Bournemouth,Premier League,26.0,1997.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,2.9,0.27,-4.1,-2.04,5.0,15.0,33.3,57.0,10.0,19.3,26.9,19.0,2.0,10.5,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,68.0,82.4,1211.0,583.0,19.0,19.0,100.0,29.0,30.0,96.7,0.0,0.0,0.0,0.0,0.0,0.0,70.0,64.0,0.0,70.0,0.0,0.0,0.0,0.0,51.0,215.0,101.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,5.3,90.0,2.0,0.0,0.0,11.0,1.5,3.0,7.0,-4.0,-2.0,-1.75,2.0,2.8,-0.8,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iron Gomis,fr,MF,0,Salernitana,Serie A,23.0,1999.0,5.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.7,3.0,4.0,15.0,0.0,0.49,4.0,1.0,15.0,40.0,37.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,69.0,89.9,840.0,157.0,38.0,41.0,92.7,16.0,18.0,88.9,0.2,-0.2,3.0,3.0,2.0,1.0,92.0,3.0,5.0,92.0,0.0,0.0,3.0,100.0,58.0,294.0,87.0,0.0,3.0,5.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.9,45.0,0.0,4.0,22.0,7.0,0.4,0.0,4.0,-4.0,-2.69,-1.45,1.9,3.4,-1.6,-1.05,1.0,33.3,2.01,0.67,0.0,0.0,17.1,0.19,-0.6,-0.6
Irvin Cardona,fr,MF,DF,Augsburg,Bundesliga,25.0,1997.0,3.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,6.0,0.0,0.33,1.0,1.0,2.0,4.0,18.0,1.0,3.0,33.3,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,53.3,132.0,70.0,4.0,4.0,100.0,4.0,9.0,44.4,0.1,0.0,0.0,2.0,0.0,0.0,24.0,0.0,5.0,24.0,0.0,0.0,1.0,100.0,14.0,129.0,61.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.8,0.0,0.0,3.0,18.0,1.0,0.33,2.0,1.0,1.0,1.67,2.0,1.1,1.4,-0.3,-0.55,0.0,0.0,5.0,0.0,0.0,0.0,14.7,0.07,-0.2,-0.2
Irvin Cardona,fr,MF,FW,Espanyol,La Liga,27.0,1997.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Carcelen,es,DF,0,Cádiz,La Liga,30.0,1993.0,35.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,1.6,25.0,75.0,70.0,0.0,0.06,50.0,31.0,432.0,647.0,351.0,25.0,45.0,55.6,20.0,24.0,7.0,17.0,27.0,77.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.48,32.0,7.0,1.0,1.0,0.0,0.0,0.0,851.0,1163.0,73.2,14161.0,5158.0,418.0,485.0,86.2,346.0,448.0,77.2,1.3,-1.0,17.0,54.0,16.0,9.0,1425.0,98.0,11.0,1425.0,13.0,59.1,9.0,40.9,563.0,2560.0,1250.0,1.0,19.0,19.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,76.3,87.0,25.0,6.0,16.0,3.0,0.86,20.0,38.0,-18.0,-0.62,0.6,26.2,38.2,-12.0,-0.41,3.0,30.0,0.34,0.1,0.0,0.0,20.2,0.06,-0.6,-0.6
Isaac Palazón Camacho,es,FW,MF,Rayo Vallecano,La Liga,29.0,1994.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,156.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,23.0,0.0,10.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Palazón Camacho,es,MF,FW,Rayo Vallecano,La Liga,28.0,1994.0,37.0,34.0,31.0,4.0,1.0,5.0,2.0,2.0,2.0,8.0,0.0,5.9,4.4,1.9,6.3,40.0,128.0,152.0,0.1,0.25,46.0,25.0,232.0,725.0,705.0,20.0,58.0,34.5,38.0,70.0,2.0,27.0,16.0,62.0,41.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,3.61,58.0,24.0,2.0,19.0,0.0,5.0,0.16,825.0,1203.0,68.6,13401.0,3997.0,438.0,525.0,83.4,270.0,372.0,72.6,2.2,-0.9,36.0,94.0,17.0,3.0,1638.0,43.0,55.0,1636.0,35.0,40.2,45.0,51.7,875.0,4561.0,1717.0,7.0,93.0,65.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,81.6,79.0,12.0,3.0,31.0,0.0,1.03,27.0,32.0,-5.0,-0.16,1.84,34.7,33.6,1.0,0.03,31.0,44.3,2.26,1.0,0.03,0.06,22.5,0.06,-1.9,-2.4
Isaac Romero,es,FW,0,Sevilla,La Liga,24.0,2000.0,14.0,14.0,11.5,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,7.3,7.3,1.7,9.0,31.0,16.0,64.0,0.69,0.78,6.0,3.0,35.0,143.0,202.0,5.0,9.0,55.6,4.0,42.0,0.0,12.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.51,16.0,0.0,8.0,0.0,0.0,8.0,0.69,146.0,209.0,69.9,1949.0,319.0,83.0,105.0,79.0,46.0,64.0,71.9,1.0,2.3,11.0,12.0,9.0,1.0,370.0,9.0,63.0,370.0,13.0,41.9,16.0,51.6,195.0,1216.0,657.0,14.0,42.0,9.0,248.0,8.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,74.0,30.4,74.0,3.0,0.0,0.0,0.0,1.57,15.0,13.0,2.0,0.17,0.48,13.4,16.2,-2.8,-0.24,17.0,40.5,3.64,1.47,0.1,0.24,14.8,0.17,-3.3,-3.3
Isaac Success,ng,FW,MF,Udinese,Serie A,27.0,1996.0,27.0,9.0,9.8,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,2.7,1.9,1.1,3.0,15.0,17.0,51.0,0.2,0.39,6.0,4.0,28.0,159.0,151.0,1.0,3.0,33.3,2.0,18.0,1.0,5.0,2.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.96,18.0,0.0,3.0,5.0,0.0,2.0,0.2,130.0,204.0,63.7,1955.0,467.0,76.0,111.0,68.5,35.0,47.0,74.5,0.6,-0.1,11.0,16.0,4.0,0.0,332.0,14.0,28.0,331.0,20.0,50.0,14.0,35.0,237.0,1296.0,409.0,5.0,36.0,27.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,25.7,62.0,2.0,18.0,18.0,9.0,1.0,11.0,15.0,-4.0,-0.41,0.02,12.0,11.5,0.5,0.05,4.0,22.2,1.84,0.41,0.06,0.25,16.9,0.11,-1.7,-0.9
Isak Hansen-Aarøen,no,MF,0,Werder Bremen,Bundesliga,18.0,2004.0,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,3.0,0.0,0.22,0.0,0.0,3.0,9.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,78.6,161.0,52.0,5.0,6.0,83.3,4.0,5.0,80.0,0.1,-0.1,1.0,2.0,1.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,2.0,100.0,14.0,128.0,72.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,0.0,0.0,3.0,9.0,7.0,1.0,0.0,3.0,-3.0,-10.0,-9.91,0.1,1.9,-1.8,-6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isak Hien,se,DF,0,Atalanta,Serie A,25.0,1999.0,16.0,9.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,0.0,24.0,0.0,0.1,0.03,18.0,12.0,305.0,256.0,17.0,7.0,15.0,46.7,8.0,12.0,5.0,7.0,14.0,32.0,33.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.38,4.0,0.0,0.0,0.0,0.0,1.0,0.1,417.0,472.0,88.3,8718.0,2621.0,102.0,124.0,82.3,268.0,283.0,94.7,0.1,0.9,1.0,14.0,0.0,0.0,572.0,71.0,8.0,572.0,3.0,60.0,2.0,40.0,256.0,997.0,442.0,1.0,6.0,2.0,297.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,27.4,90.0,9.0,7.0,18.0,1.0,1.94,22.0,11.0,11.0,1.06,0.37,17.9,11.5,6.5,0.62,2.0,50.0,0.38,0.19,0.0,0.0,9.1,0.05,-0.2,-0.2
Isak Hien,se,DF,0,Hellas Verona,Serie A,24.0,1999.0,10.0,9.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.0,0.4,8.0,26.0,1.0,0.0,0.04,17.0,10.0,274.0,227.0,14.0,10.0,19.0,52.6,9.0,12.0,5.0,7.0,7.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,394.0,82.2,6945.0,2807.0,83.0,103.0,80.6,192.0,210.0,91.4,0.1,0.0,0.0,21.0,0.0,0.0,505.0,65.0,6.0,505.0,2.0,28.6,4.0,57.1,251.0,1373.0,682.0,0.0,7.0,8.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,25.3,89.0,8.0,1.0,61.0,0.0,0.8,7.0,11.0,-4.0,-0.42,-0.1,9.2,9.1,0.0,0.0,1.0,25.0,0.42,0.1,0.0,0.0,9.0,0.11,-0.4,-0.4
Isco,es,MF,0,Betis,La Liga,31.0,1992.0,29.0,28.0,25.8,8.0,5.0,13.0,6.0,2.0,2.0,10.0,0.0,8.3,6.7,6.4,13.1,100.0,216.0,145.0,0.43,0.57,41.0,27.0,123.0,951.0,800.0,14.0,38.0,36.8,24.0,62.0,1.0,18.0,10.0,51.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,6.03,95.0,39.0,8.0,3.0,1.0,14.0,0.54,1201.0,1502.0,80.0,19453.0,6247.0,634.0,699.0,90.7,371.0,442.0,83.9,6.4,-1.4,81.0,130.0,58.0,7.0,1847.0,8.0,80.0,1845.0,76.0,55.1,52.0,37.7,1172.0,7904.0,3643.0,11.0,79.0,67.0,1388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,68.0,82.0,14.0,1.0,37.0,0.0,1.55,33.0,30.0,3.0,0.12,0.12,29.7,32.4,-2.7,-0.1,24.0,38.7,2.4,0.93,0.1,0.25,18.0,0.11,-0.3,-0.7
Ishé Samuels-Smith,eng,DF,0,Chelsea,Premier League,17.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismael Konate,ci,FW,0,Empoli,Serie A,18.0,2006.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismail Jakobs,sn,DF,0,Monaco,Ligue 1,25.0,1999.0,22.0,16.0,16.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,1.8,3.1,44.0,56.0,133.0,0.18,0.19,57.0,41.0,230.0,446.0,410.0,29.0,47.0,61.7,18.0,21.0,2.0,17.0,11.0,68.0,40.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.07,32.0,9.0,1.0,2.0,2.0,8.0,0.49,626.0,874.0,71.6,9832.0,3149.0,317.0,380.0,83.4,256.0,347.0,73.8,2.0,0.2,17.0,44.0,20.0,10.0,1078.0,54.0,46.0,1078.0,10.0,71.4,3.0,21.4,663.0,3473.0,1345.0,13.0,29.0,6.0,627.0,18.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,67.0,47.9,86.0,10.0,6.0,16.0,2.0,1.95,31.0,24.0,7.0,0.43,-0.64,24.9,21.3,3.7,0.23,7.0,33.3,1.29,0.43,0.05,0.14,15.8,0.06,-0.3,-0.3
Ismaila Cheick Coulibaly,ml,MF,0,Sheffield Utd,Premier League,22.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismaila Sarr,sn,FW,MF,Crystal Palace,Premier League,26.0,1998.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
