Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,ShortCmp,ShortAtt,ShortCmp%,ShortTotDist,ShortPrgDist,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,CPA,Mis,Dis,Rec,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG
Aaron Cresswell,eng,DF,FW,West Ham,Premier League,33.0,1989.0,28.0,438.0,2235.0,668.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,3.7,4.0,35.0,145.0,82.0,0.04,0.16,21.0,11.0,507.0,668.0,438.0,12.0,31.0,38.7,19.0,21.0,11.0,10.0,27.0,48.0,56.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,254.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2.94,43.0,27.0,0.0,1.0,0.0,1.0,0.04,1127.0,1448.0,77.8,18285.0,8587.0,626.0,670.0,93.4,387.0,497.0,77.9,2.9,-2.7,40.0,91.0,28.0,15.0,1607.0,97.0,13.0,1607.0,2.0,28.6,4.0,57.1,766.0,3497.0,1751.0,1.0,6.0,6.0,960.0,63.0,0.0,4.0,11.0,50.0,1.0,3.0,0.0,0.0,97.0,507.0,13.0,1607.0,7.0,2.0,28.6,4.0,57.1,766.0,3497.0,1751.0,35.0,26.0,1.0,6.0,6.0,1.0,11.1,0.36,0.04,0.0,0.0,22.5,0.04,-0.3,-0.3
Aaron Hickey,sct,DF,0,Brentford,Premier League,21.0,2002.0,26.0,211.0,1916.0,499.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.4,0.8,41.0,81.0,47.0,0.05,0.04,38.0,26.0,328.0,499.0,211.0,18.0,32.0,56.3,14.0,18.0,7.0,11.0,17.0,55.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.94,14.0,1.0,1.0,2.0,0.0,2.0,0.09,695.0,838.0,82.9,10998.0,3275.0,373.0,411.0,90.8,265.0,310.0,85.5,0.6,0.6,6.0,62.0,13.0,4.0,1028.0,47.0,21.0,1028.0,17.0,37.8,18.0,40.0,616.0,3295.0,1802.0,3.0,16.0,13.0,624.0,23.0,1.0,3.0,5.0,20.0,0.0,0.0,0.0,0.0,47.0,328.0,21.0,1028.0,45.0,17.0,37.8,18.0,40.0,616.0,3295.0,1802.0,41.0,17.0,3.0,16.0,13.0,2.0,18.2,0.52,0.09,0.0,0.0,21.5,0.04,-0.4,-0.4
Aaron Malouda,fr,FW,0,Lille,Ligue 1,17.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ramsdale,eng,GK,0,Arsenal,Premier League,25.0,1998.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1170.0,28.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,0.0,0.0,1.0,20.0,43.0,3.0,16.0,6.0,1.0,40.0,0.28,-2.0,-0.05,131.0,429.0,25.4,956.0,174.0,35.4,33.3,381.0,22.0,5.8,43.0,1.13,16.1,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,1111.0,68.5,18974.0,13109.0,190.0,196.0,96.9,383.0,390.0,98.2,0.0,0.0,0.0,30.0,2.0,0.0,1196.0,872.0,0.0,1196.0,1.0,100.0,0.0,0.0,722.0,3934.0,2459.0,0.0,0.0,0.0,629.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,1170.0,0.0,1196.0,1.0,1.0,100.0,0.0,0.0,722.0,3934.0,2459.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ramsey,eng,MF,FW,Burnley,Premier League,20.0,2003.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ramsey,wls,MF,0,Nice,Ligue 1,31.0,1990.0,27.0,361.0,1584.0,723.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.5,2.5,1.8,4.3,29.0,126.0,84.0,0.11,0.24,47.0,25.0,208.0,723.0,361.0,16.0,39.0,41.0,23.0,25.0,4.0,21.0,17.0,64.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3.52,42.0,14.0,0.0,1.0,0.0,4.0,0.23,915.0,1088.0,84.1,16069.0,3809.0,398.0,431.0,92.3,382.0,444.0,86.0,2.0,-0.8,28.0,88.0,20.0,3.0,1279.0,43.0,50.0,1279.0,14.0,58.3,5.0,20.8,980.0,4866.0,1934.0,8.0,24.0,32.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,208.0,50.0,1279.0,24.0,14.0,58.3,5.0,20.8,980.0,4866.0,1934.0,29.0,34.0,8.0,24.0,32.0,6.0,27.3,1.25,0.34,0.05,0.17,15.3,0.11,-1.5,-1.5
Aaron Seydel,de,FW,0,Darmstadt 98,Bundesliga,27.0,1996.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Wan-Bissaka,eng,DF,0,Manchester Utd,Premier League,25.0,1997.0,19.0,286.0,1435.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,1.0,2.2,41.0,55.0,64.0,0.0,0.14,40.0,25.0,346.0,400.0,286.0,23.0,25.0,92.0,27.0,24.0,8.0,16.0,22.0,62.0,41.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.88,29.0,0.0,0.0,0.0,0.0,1.0,0.06,706.0,840.0,84.0,9538.0,3292.0,448.0,483.0,92.8,194.0,240.0,80.8,0.9,-1.0,15.0,48.0,10.0,2.0,1026.0,75.0,44.0,1026.0,17.0,48.6,18.0,51.4,524.0,2614.0,1370.0,4.0,14.0,10.0,600.0,145.0,0.0,1.0,14.0,138.0,0.0,0.0,0.0,2.0,75.0,346.0,44.0,1026.0,35.0,17.0,48.6,18.0,51.4,524.0,2614.0,1370.0,41.0,24.0,4.0,14.0,10.0,2.0,20.0,0.63,0.13,0.0,0.0,14.7,0.12,-1.2,-1.2
Aaron Zehnter,de,DF,0,Augsburg,Bundesliga,17.0,2004.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aarón Escandell,es,GK,0,Las Palmas,La Liga,27.0,1995.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aarón Martín,es,DF,0,Genoa,Serie A,26.0,1997.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,431.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,2.0,106.0,71.0,7.0,21.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aarón Martín,es,DF,0,Mainz 05,Bundesliga,25.0,1997.0,28.0,380.0,1847.0,523.0,5.0,3.0,8.0,5.0,0.0,1.0,3.0,0.0,2.2,1.4,2.8,4.2,25.0,86.0,61.0,0.39,0.24,42.0,27.0,303.0,523.0,380.0,21.0,40.0,52.5,19.0,22.0,1.0,21.0,15.0,57.0,31.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.87,39.0,18.0,1.0,0.0,0.0,5.0,0.24,761.0,1028.0,74.0,12672.0,5222.0,385.0,424.0,90.8,283.0,356.0,79.5,3.4,0.2,27.0,68.0,29.0,16.0,1192.0,47.0,14.0,1191.0,10.0,47.6,8.0,38.1,582.0,2815.0,1217.0,3.0,15.0,14.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,303.0,14.0,1191.0,21.0,10.0,47.6,8.0,38.1,582.0,2815.0,1217.0,25.0,19.0,3.0,15.0,14.0,7.0,38.9,0.88,0.34,0.28,0.71,25.9,0.08,2.8,3.6
Abakar Sylla,ci,DF,0,Strasbourg,Ligue 1,20.0,2002.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.0,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,7.0,3.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdallah Sima,sn,FW,0,Angers,Ligue 1,21.0,2001.0,34.0,281.0,1836.0,271.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,4.8,4.8,2.2,7.0,38.0,21.0,140.0,0.29,0.34,22.0,13.0,54.0,271.0,281.0,7.0,19.0,36.8,12.0,39.0,0.0,8.0,4.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.67,24.0,0.0,1.0,5.0,0.0,7.0,0.34,274.0,374.0,73.3,3603.0,688.0,142.0,182.0,78.0,84.0,116.0,72.4,1.3,-1.2,16.0,25.0,6.0,1.0,589.0,23.0,78.0,589.0,21.0,42.0,25.0,50.0,404.0,2855.0,915.0,17.0,60.0,31.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,54.0,78.0,589.0,50.0,21.0,42.0,25.0,50.0,404.0,2855.0,915.0,38.0,25.0,17.0,60.0,31.0,10.0,25.6,1.91,0.49,0.13,0.5,12.7,0.12,0.2,0.2
Abde Ezzalzouli,ma,FW,MF,Barcelona,La Liga,21.0,2001.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abde Ezzalzouli,ma,FW,0,Betis,La Liga,21.0,2001.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,232.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,33.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abde Ezzalzouli,ma,FW,MF,Osasuna,La Liga,20.0,2001.0,28.0,473.0,1504.0,287.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,2.0,2.7,2.7,1.9,4.6,93.0,44.0,136.0,0.36,0.27,29.0,19.0,73.0,287.0,473.0,13.0,23.0,56.5,10.0,40.0,0.0,20.0,4.0,33.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.47,27.0,5.0,18.0,3.0,1.0,4.0,0.24,365.0,549.0,66.5,5242.0,1286.0,222.0,268.0,82.8,107.0,164.0,65.2,3.8,0.1,12.0,60.0,24.0,9.0,813.0,4.0,66.0,813.0,59.0,50.4,42.0,35.9,555.0,4651.0,2531.0,45.0,64.0,38.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,73.0,66.0,813.0,117.0,59.0,50.4,42.0,35.9,555.0,4651.0,2531.0,93.0,60.0,45.0,64.0,38.0,16.0,40.0,2.39,0.96,0.1,0.25,19.1,0.07,1.3,1.3
Abdel Abqar,ma,DF,0,Alavés,La Liga,24.0,1999.0,0.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,17.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdelhamid Sabiri,ma,MF,FW,Sampdoria,Serie A,25.0,1996.0,18.0,257.0,1069.0,304.0,2.0,0.0,2.0,1.0,1.0,2.0,5.0,0.0,3.0,1.4,1.4,2.8,7.0,49.0,54.0,0.08,0.38,18.0,7.0,64.0,304.0,257.0,4.0,13.0,30.8,9.0,31.0,4.0,14.0,2.0,20.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.45,22.0,7.0,3.0,5.0,0.0,0.0,0.0,310.0,461.0,67.2,5531.0,1574.0,141.0,180.0,78.3,118.0,162.0,72.8,1.2,-1.4,14.0,44.0,12.0,0.0,618.0,15.0,31.0,616.0,14.0,35.9,17.0,43.6,363.0,1503.0,536.0,5.0,34.0,28.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,64.0,31.0,616.0,39.0,14.0,35.9,17.0,43.6,363.0,1503.0,536.0,7.0,20.0,5.0,34.0,28.0,9.0,29.0,2.61,0.76,0.03,0.11,25.5,0.04,-1.0,-0.4
Abdellah Baallal,ma,MF,0,Clermont Foot,Ligue 1,18.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdellah Raihani,ma,FW,0,Atlético Madrid,La Liga,19.0,2004.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abderrahman Rebbach,dz,FW,MF,Alavés,La Liga,24.0,1998.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,124.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,63.0,12.0,10.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
