Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,ShortCmp,ShortAtt,ShortCmp%,ShortTotDist,ShortPrgDist,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,CPA,Mis,Dis,Rec,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG
Kelechi Iheanacho,ng,FW,MF,Leicester City,Premier League,25.0,1996.0,28.0,244.0,1127.0,197.0,5.0,5.0,10.0,4.0,1.0,1.0,0.0,0.0,7.1,6.3,4.0,10.4,33.0,27.0,99.0,0.72,0.89,7.0,2.0,28.0,197.0,244.0,3.0,10.0,30.0,7.0,38.0,1.0,8.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.59,33.0,1.0,4.0,2.0,0.0,6.0,0.48,236.0,316.0,74.7,3049.0,602.0,156.0,189.0,82.5,54.0,67.0,80.6,1.8,1.0,22.0,21.0,8.0,0.0,464.0,10.0,58.0,463.0,20.0,51.3,17.0,43.6,293.0,1661.0,724.0,18.0,41.0,36.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,58.0,463.0,39.0,20.0,51.3,17.0,43.6,293.0,1661.0,724.0,33.0,13.0,18.0,41.0,36.0,13.0,34.2,3.03,1.04,0.11,0.31,17.1,0.17,-2.1,-2.3
Kelvin Amian,fr,DF,0,Nantes,Ligue 1,25.0,1998.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,0.0,14.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Amian,fr,DF,0,Spezia,Serie A,24.0,1998.0,30.0,383.0,2372.0,512.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,2.7,2.7,2.3,5.0,53.0,102.0,72.0,0.04,0.19,54.0,32.0,506.0,512.0,383.0,24.0,31.0,77.4,7.0,34.0,12.0,22.0,22.0,76.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.71,34.0,3.0,2.0,0.0,2.0,3.0,0.11,830.0,1110.0,74.8,13341.0,5833.0,414.0,481.0,86.1,324.0,419.0,77.3,2.2,-1.3,18.0,80.0,19.0,10.0,1395.0,110.0,47.0,1395.0,16.0,53.3,11.0,36.7,623.0,3822.0,2090.0,3.0,25.0,18.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,506.0,47.0,1395.0,30.0,16.0,53.3,11.0,36.7,623.0,3822.0,2090.0,53.0,31.0,3.0,25.0,18.0,7.0,26.9,0.99,0.27,0.0,0.0,16.7,0.1,-2.7,-2.7
Kelvin Yeboah,it,FW,MF,Augsburg,Bundesliga,22.0,2000.0,13.0,82.0,353.0,47.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.4,1.8,13.0,6.0,25.0,0.51,0.46,6.0,4.0,17.0,47.0,82.0,2.0,5.0,40.0,3.0,13.0,0.0,7.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.57,7.0,0.0,1.0,2.0,1.0,2.0,0.51,28.0,59.0,47.5,461.0,166.0,13.0,21.0,61.9,12.0,20.0,60.0,0.5,0.6,5.0,6.0,3.0,1.0,139.0,3.0,22.0,139.0,15.0,53.6,10.0,35.7,76.0,536.0,299.0,6.0,14.0,10.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,22.0,139.0,28.0,15.0,53.6,10.0,35.7,76.0,536.0,299.0,13.0,6.0,6.0,14.0,10.0,2.0,15.4,3.31,0.51,0.08,0.5,12.8,0.11,-0.4,-0.4
Kelvin Yeboah,it,FW,0,Montpellier,Ligue 1,23.0,2000.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenan Karaman,tr,FW,0,Schalke 04,Bundesliga,28.0,1994.0,21.0,165.0,976.0,136.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.5,2.5,1.4,3.8,23.0,18.0,55.0,0.28,0.35,11.0,8.0,45.0,136.0,165.0,3.0,12.0,25.0,9.0,22.0,1.0,8.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.94,15.0,0.0,1.0,3.0,0.0,5.0,0.46,129.0,209.0,61.7,1740.0,514.0,84.0,118.0,71.2,35.0,55.0,63.6,1.3,0.6,7.0,13.0,9.0,2.0,339.0,11.0,42.0,339.0,11.0,28.2,14.0,35.9,206.0,1401.0,662.0,7.0,29.0,18.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,45.0,42.0,339.0,39.0,11.0,28.2,14.0,35.9,206.0,1401.0,662.0,23.0,13.0,7.0,29.0,18.0,8.0,36.4,2.03,0.74,0.05,0.13,13.8,0.11,-1.5,-1.5
Kenan Yıldız,tr,FW,MF,Juventus,Serie A,18.0,2005.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,284.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,4.0,17.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenedy,br,FW,DF,Valladolid,La Liga,26.0,1996.0,12.0,58.0,275.0,59.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.6,1.1,4.0,4.0,21.0,0.33,0.36,6.0,2.0,18.0,59.0,58.0,2.0,4.0,50.0,2.0,6.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.96,5.0,0.0,0.0,1.0,0.0,1.0,0.33,57.0,86.0,66.3,800.0,232.0,34.0,42.0,81.0,19.0,25.0,76.0,0.6,0.4,4.0,7.0,2.0,2.0,131.0,0.0,13.0,131.0,4.0,30.8,9.0,69.2,85.0,367.0,142.0,3.0,14.0,7.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,131.0,13.0,4.0,30.8,9.0,69.2,85.0,367.0,142.0,4.0,1.0,3.0,14.0,7.0,3.0,50.0,1.96,0.98,0.0,0.0,21.2,0.08,-0.5,-0.5
Kenji-Van Boto,mg,DF,0,Auxerre,Ligue 1,26.0,1996.0,2.0,20.0,180.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,2.0,10.0,0.0,0.05,3.0,2.0,24.0,40.0,20.0,2.0,4.0,50.0,2.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,48.0,69.0,69.6,770.0,376.0,25.0,33.0,75.8,19.0,27.0,70.4,0.0,0.0,0.0,5.0,0.0,0.0,83.0,5.0,2.0,83.0,0.0,0.0,0.0,0.0,53.0,356.0,229.0,0.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,2.0,83.0,0.0,0.0,0.0,0.0,0.0,53.0,356.0,229.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,24.6,0.03,-0.1,-0.1
Kenneth Schmidt,de,DF,0,Freiburg,Bundesliga,21.0,2002.0,5.0,12.0,251.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,6.0,3.0,79.0,119.0,12.0,5.0,6.0,83.3,1.0,4.0,2.0,2.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,187.0,88.8,3199.0,965.0,55.0,61.0,90.2,93.0,98.0,94.9,0.0,0.0,0.0,13.0,1.0,0.0,208.0,16.0,0.0,208.0,2.0,66.7,1.0,33.3,120.0,725.0,368.0,0.0,5.0,0.0,144.0,7.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,16.0,79.0,0.0,208.0,3.0,2.0,66.7,1.0,33.3,120.0,725.0,368.0,5.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Lala,mg,DF,0,Brest,Ligue 1,31.0,1991.0,17.0,215.0,1417.0,463.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,2.0,2.4,24.0,61.0,30.0,0.13,0.15,36.0,19.0,368.0,463.0,215.0,22.0,38.0,57.9,62.0,15.0,5.0,10.0,21.0,57.0,28.0,0.0,0.0,85.0,9.0,0.0,0.0,0.0,0.0,0.0,1713.0,2195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.54,20.0,16.0,1.0,2.0,0.0,3.0,0.19,660.0,874.0,75.5,13499.0,5197.0,243.0,289.0,84.1,296.0,364.0,81.3,2.3,0.0,24.0,46.0,17.0,9.0,1029.0,62.0,8.0,1784.0,12.0,48.0,12.0,48.0,623.0,3493.0,1612.0,0.0,12.0,10.0,520.0,404.0,0.0,20.0,143.0,310.0,3.0,6.0,0.0,7.0,62.0,368.0,8.0,1029.0,25.0,12.0,48.0,12.0,48.0,623.0,3493.0,1612.0,24.0,22.0,0.0,12.0,10.0,3.0,25.0,0.76,0.19,0.0,0.0,25.6,0.03,-0.4,-0.4
Kenny Tete,nl,DF,0,Fulham,Premier League,27.0,1995.0,31.0,489.0,2569.0,877.0,1.0,5.0,6.0,1.0,0.0,0.0,8.0,0.0,0.7,0.7,1.9,2.6,75.0,103.0,69.0,0.21,0.09,83.0,46.0,556.0,877.0,489.0,38.0,51.0,74.5,13.0,48.0,17.0,31.0,52.0,135.0,81.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.72,39.0,5.0,0.0,3.0,2.0,12.0,0.42,1110.0,1530.0,72.5,17550.0,7197.0,598.0,691.0,86.5,403.0,563.0,71.6,1.9,3.1,23.0,75.0,25.0,18.0,1896.0,107.0,30.0,1896.0,21.0,56.8,12.0,32.4,821.0,4563.0,2401.0,4.0,22.0,24.0,946.0,84.0,1.0,0.0,23.0,77.0,0.0,0.0,0.0,1.0,107.0,556.0,30.0,1896.0,37.0,21.0,56.8,12.0,32.4,821.0,4563.0,2401.0,75.0,55.0,4.0,22.0,24.0,5.0,38.5,0.46,0.18,0.08,0.2,18.9,0.05,0.3,0.3
Kepa Arrizabalaga,es,GK,0,Chelsea,Premier League,27.0,1994.0,29.0,29.0,2565.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1103.0,16.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1.0,3.0,16.0,33.0,1.0,1.0,4.0,3.0,35.0,0.29,5.0,0.18,68.0,213.0,31.9,864.0,151.0,17.1,26.3,332.0,15.0,4.5,52.0,1.82,16.9,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,1046.0,83.3,19299.0,11448.0,287.0,289.0,99.3,390.0,395.0,98.7,0.0,0.0,0.0,6.0,0.0,0.0,1119.0,892.0,0.0,1119.0,1.0,100.0,0.0,0.0,654.0,2894.0,1683.0,0.0,1.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,1103.0,0.0,1119.0,1.0,1.0,100.0,0.0,0.0,654.0,2894.0,1683.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es,GK,0,Real Madrid,La Liga,28.0,1994.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerem Demirbay,de,MF,0,Leverkusen,Bundesliga,29.0,1993.0,25.0,313.0,1544.0,700.0,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,2.2,2.2,3.0,5.2,22.0,86.0,21.0,0.41,0.31,36.0,18.0,247.0,700.0,313.0,18.0,34.0,52.9,16.0,31.0,6.0,20.0,16.0,52.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.98,25.0,21.0,2.0,1.0,0.0,6.0,0.35,827.0,1069.0,77.4,14183.0,4379.0,397.0,446.0,89.0,304.0,360.0,84.4,4.0,0.0,30.0,70.0,13.0,5.0,1253.0,42.0,16.0,1253.0,8.0,33.3,12.0,50.0,624.0,3184.0,1510.0,4.0,25.0,21.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,247.0,16.0,1253.0,24.0,8.0,33.3,12.0,50.0,624.0,3184.0,1510.0,22.0,20.0,4.0,25.0,21.0,6.0,19.4,1.81,0.35,0.13,0.67,24.3,0.07,1.8,1.8
Kerim Calhanoglu,de,DF,0,Schalke 04,Bundesliga,19.0,2002.0,3.0,19.0,63.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,3.0,3.0,0.0,0.27,2.0,1.0,22.0,17.0,19.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.71,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,42.0,71.4,574.0,388.0,14.0,16.0,87.5,10.0,15.0,66.7,0.2,-0.2,3.0,3.0,2.0,1.0,58.0,3.0,1.0,58.0,0.0,0.0,3.0,100.0,17.0,79.0,45.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,1.0,58.0,3.0,0.0,0.0,3.0,100.0,17.0,79.0,45.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,16.7,0.03,0.0,0.0
Keven Schlotterbeck,de,DF,0,Bochum,Bundesliga,26.0,1997.0,13.0,31.0,734.0,180.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,0.5,2.1,1.0,21.0,3.0,0.25,0.25,17.0,9.0,228.0,180.0,31.0,9.0,11.0,81.8,5.0,11.0,5.0,6.0,14.0,31.0,49.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.61,4.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,315.0,66.0,4404.0,1552.0,68.0,96.0,70.8,111.0,145.0,76.6,0.2,-0.5,4.0,15.0,1.0,0.0,437.0,83.0,18.0,970.0,0.0,0.0,1.0,100.0,157.0,700.0,396.0,0.0,4.0,3.0,167.0,51.0,0.0,2.0,12.0,5.0,0.0,0.0,0.0,6.0,83.0,228.0,18.0,437.0,1.0,0.0,0.0,1.0,100.0,157.0,700.0,396.0,1.0,0.0,0.0,4.0,3.0,4.0,50.0,0.98,0.49,0.25,0.5,12.0,0.2,0.4,0.4
Keven Schlotterbeck,de,DF,0,Freiburg,Bundesliga,25.0,1997.0,2.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,87.0,17.0,3.0,3.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Agudelo,co,MF,FW,Spezia,Serie A,23.0,1998.0,34.0,457.0,2131.0,500.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,3.0,4.5,81.0,110.0,100.0,0.04,0.19,71.0,38.0,168.0,500.0,457.0,25.0,59.0,42.4,34.0,39.0,5.0,34.0,10.0,81.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.49,41.0,1.0,9.0,4.0,0.0,3.0,0.13,531.0,735.0,72.2,7885.0,2631.0,295.0,349.0,84.5,173.0,226.0,76.5,2.6,-2.0,28.0,71.0,31.0,2.0,1084.0,11.0,54.0,1084.0,50.0,45.9,50.0,45.9,662.0,4963.0,2740.0,19.0,59.0,55.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,168.0,54.0,1084.0,109.0,50.0,45.9,50.0,45.9,662.0,4963.0,2740.0,81.0,71.0,19.0,59.0,55.0,7.0,25.0,1.18,0.3,0.0,0.0,21.4,0.05,-1.5,-1.5
Kevin Akpoguma,ng,DF,0,Hoffenheim,Bundesliga,28.0,1995.0,28.0,93.0,1950.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.6,0.6,0.5,1.2,17.0,85.0,23.0,0.0,0.05,75.0,44.0,613.0,609.0,93.0,32.0,45.0,71.1,13.0,45.0,16.0,29.0,24.0,99.0,70.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.79,14.0,0.0,3.0,0.0,0.0,1.0,0.05,814.0,1024.0,79.5,15380.0,5931.0,275.0,319.0,86.2,437.0,495.0,88.3,0.8,-0.5,5.0,83.0,10.0,3.0,1306.0,143.0,16.0,1306.0,7.0,31.8,13.0,59.1,691.0,3422.0,1537.0,3.0,16.0,7.0,742.0,30.0,0.0,2.0,4.0,13.0,0.0,0.0,0.0,1.0,143.0,613.0,16.0,1306.0,22.0,7.0,31.8,13.0,59.1,691.0,3422.0,1537.0,17.0,13.0,3.0,16.0,7.0,1.0,12.5,0.37,0.05,0.0,0.0,19.3,0.08,-0.6,-0.6
Kevin Behrens,de,FW,0,Union Berlin,Bundesliga,32.0,1991.0,33.0,327.0,1535.0,312.0,8.0,1.0,9.0,8.0,0.0,0.0,6.0,0.0,4.8,4.8,1.3,6.1,11.0,71.0,92.0,0.53,0.35,11.0,7.0,53.0,312.0,327.0,4.0,18.0,22.2,15.0,35.0,3.0,15.0,5.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.87,39.0,0.0,4.0,5.0,1.0,8.0,0.47,283.0,483.0,58.6,4058.0,1156.0,161.0,249.0,64.7,89.0,145.0,61.4,1.6,-0.3,21.0,31.0,26.0,1.0,687.0,30.0,83.0,687.0,12.0,50.0,8.0,33.3,306.0,1254.0,350.0,6.0,45.0,20.0,512.0,11.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,30.0,53.0,83.0,687.0,24.0,12.0,50.0,8.0,33.3,306.0,1254.0,350.0,11.0,8.0,6.0,45.0,20.0,14.0,40.0,2.05,0.82,0.23,0.57,11.7,0.14,3.2,3.2
Kevin Behrens,de,FW,0,Wolfsburg,Bundesliga,32.0,1991.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
